draw_size,match_num,winner_ht,winner_age,loser_ht,loser_age,winner_rank,winner_rank_points,loser_rank,loser_rank_points,target,surface_Carpet,surface_Clay,surface_Grass,surface_Hard,winner_hand_L,winner_hand_R,winner_hand_U,tourney_level_A,tourney_level_D,tourney_level_F,tourney_level_G,tourney_level_M,loser_hand_L,loser_hand_R,loser_hand_U
128,242,173.0,30.0,178.0,20.8,166.0,339.0,377.0,116.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
64,249,185.0,25.1,188.0,22.4,28.0,1385.0,15.0,2525.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
56,27,203.0,26.0,193.0,26.4,30.0,1215.0,86.0,603.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
28,19,175.0,28.8,185.0,26.2,78.0,671.0,102.0,547.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
128,51,188.0,25.2,190.0,30.2,63.0,700.0,79.0,640.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
32,277,198.0,25.7,178.0,26.8,27.0,1770.0,51.0,1146.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
64,240,183.0,26.9,196.0,31.9,63.0,1037.0,35.0,1680.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
28,4,188.0,27.8,185.0,27.4,31.0,1195.0,72.0,691.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,299,185.0,35.7,198.0,26.0,5.0,6515.0,2.0,8435.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
128,25,198.0,23.6,175.0,31.5,9.0,2910.0,65.0,715.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
32,287,183.0,28.5,185.0,29.6,148.0,519.0,168.0,445.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
64,244,193.0,19.7,188.0,21.4,43.0,1162.0,40.0,1190.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
4,5,187.12269085243713,21.1,186.4135888205448,22.5,1408.0,3.0,1674.0,1.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
32,292,196.0,23.5,183.0,27.8,49.0,1090.0,271.0,204.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
56,33,196.0,29.0,185.0,28.3,7.0,4235.0,22.0,1655.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
128,82,183.0,29.9,190.0,25.1,30.0,1210.0,39.0,1010.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
128,196,188.0,34.0,175.0,30.9,1.0,11313.0,93.0,839.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
64,299,183.0,28.4,188.0,29.3,19.0,1950.0,1.0,13540.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
32,272,178.0,26.5,170.0,26.0,55.0,1117.0,78.0,885.0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
4,1,188.0,24.8,178.0,36.0,69.0,800.0,79.0,665.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
4,2,188.0,22.7,183.0,23.8,173.0,290.0,202.0,247.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
28,24,180.0,33.2,185.0,33.5,21.0,1540.0,121.0,445.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
32,29,208.0,35.9,183.0,26.6,29.0,1295.0,41.0,1043.0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
28,3,183.0,32.6,188.0,27.9,56.0,815.0,107.0,515.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,29,190.0,24.5,183.0,25.8,67.0,741.0,52.0,915.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
128,104,175.0,33.1,183.0,29.6,8.0,4490.0,60.0,826.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
128,174,188.0,24.4,191.0,27.0,28.0,1439.0,172.0,319.0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
28,10,175.0,24.2,183.0,29.7,120.0,464.0,34.0,1130.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,298,170.0,21.1,188.0,34.0,78.0,821.0,31.0,1529.0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
28,15,198.0,17.3,180.0,29.3,808.0,20.0,27.0,1355.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,296,188.0,24.4,175.0,29.0,31.0,1280.0,65.0,818.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
4,1,173.0,31.7,186.4135888205448,29.5,588.0,40.0,590.0,40.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
128,88,185.0,29.7,188.0,22.3,3.0,8390.0,181.0,300.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
32,280,185.0,20.4,183.0,20.0,32.0,1355.0,51.0,1033.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
64,278,185.0,18.9,185.0,30.1,9.0,3818.0,27.0,1583.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
4,1,187.12269085243713,24.9,186.4135888205448,25.2,314.0,139.0,723.0,29.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
32,10,178.0,32.7,185.0,26.5,63.0,735.0,72.0,705.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,289,185.0,27.1,173.0,35.7,28.0,1335.0,88.0,655.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
28,21,188.0,24.9,183.0,29.6,54.0,801.0,11.0,2880.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
28,25,178.0,25.1,198.0,27.3,5.0,5205.0,41.0,1010.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
48,45,178.0,25.3,190.0,25.7,5.0,5280.0,28.0,1272.0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
56,20,188.0,27.9,193.0,31.9,27.0,1352.0,48.0,938.0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
32,293,188.0,33.7,191.0,25.9,239.0,200.0,77.0,691.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
64,291,185.0,21.9,196.0,24.0,12.0,2865.0,35.0,1645.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
32,283,183.0,27.6,193.0,24.3,63.0,771.0,41.0,985.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
56,38,193.0,25.6,185.0,28.8,14.0,2120.0,77.0,637.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
32,295,185.0,17.9,183.0,22.2,133.0,560.0,26.0,1973.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
128,13,193.0,26.2,188.0,24.4,28.0,1325.0,66.0,707.0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
4,5,175.0,34.4,188.0,21.8,13.0,2660.0,203.0,270.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
128,194,170.0,25.0,180.0,33.1,33.0,1280.0,67.0,736.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
28,24,180.0,32.2,188.0,23.0,18.0,1745.0,57.0,815.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
28,11,175.0,27.4,185.0,31.0,106.0,535.0,140.0,395.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,292,175.0,31.3,180.0,29.6,107.0,733.0,68.0,950.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
64,243,178.0,28.6,188.0,20.8,23.0,1710.0,37.0,1180.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
32,26,183.0,29.5,208.0,32.9,39.0,1025.0,46.0,922.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
56,8,185.0,28.8,180.0,29.9,169.0,309.0,60.0,790.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
32,297,188.0,34.8,190.0,31.3,28.0,1375.0,311.0,155.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
48,46,180.0,29.2,175.0,33.0,66.0,745.0,8.0,4490.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
56,43,190.0,24.3,198.0,23.6,216.0,234.0,26.0,1360.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
64,273,203.0,30.1,185.0,22.8,34.0,1335.0,9.0,3105.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
96,81,185.0,24.7,180.0,22.3,1.0,12630.0,23.0,1445.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
128,211,188.0,30.0,170.0,24.7,2.0,7445.0,41.0,1005.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
32,26,190.0,21.4,196.0,24.4,99.0,529.0,23.0,1545.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,28,188.0,29.2,185.0,27.2,16.0,2121.0,119.0,466.0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
32,297,188.0,30.6,193.0,23.2,50.0,863.0,17.0,1720.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,286,190.0,30.2,185.0,23.7,42.0,983.0,8.0,3895.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
56,39,183.0,26.1,183.0,29.6,14.0,1920.0,79.0,656.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
128,118,175.0,31.1,203.0,27.0,5.0,6740.0,25.0,1420.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
4,4,187.12269085243713,21.8,180.0,18.7,1097.0,5.0,1111.0,5.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
128,115,188.0,23.6,190.0,30.7,7.0,6120.0,47.0,1360.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
32,298,183.0,23.3,211.0,24.7,8.0,3940.0,18.0,2090.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
32,19,183.0,29.0,188.0,30.6,43.0,991.0,71.0,690.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
32,288,185.0,23.5,193.0,24.9,19.0,1925.0,10.0,3195.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
28,9,188.0,27.4,190.0,26.6,43.0,990.0,188.0,268.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
56,2,194.0,27.8,190.0,29.7,65.0,738.0,630.0,37.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
128,149,178.0,36.2,180.0,26.4,79.0,700.0,107.0,521.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
32,294,183.0,22.3,183.0,31.8,24.0,2270.0,40.0,1461.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
28,13,188.0,30.0,190.0,31.9,54.0,895.0,21.0,1510.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
48,11,188.0,26.5,188.0,28.4,8.0,2935.0,64.0,730.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
32,294,185.0,22.1,188.0,23.3,14.0,2780.0,65.0,1078.0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
56,6,188.0,28.6,190.0,27.9,32.0,1340.0,53.0,824.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
64,260,185.0,18.9,185.0,28.5,79.0,802.0,30.0,1428.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
128,191,185.0,29.9,183.0,22.8,12.0,2725.0,103.0,567.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
128,191,183.0,31.5,206.0,34.1,58.0,885.0,12.0,2715.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
32,28,196.0,26.4,190.0,27.9,7.0,3815.0,45.0,935.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
128,8,175.0,27.7,178.0,24.8,18.0,1825.0,68.0,645.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
32,290,180.0,30.8,188.0,34.2,39.0,1585.0,58.0,1123.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
32,279,185.0,25.9,198.0,20.2,54.0,869.0,244.0,217.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
128,196,185.0,31.2,188.0,30.2,1.0,7645.0,59.0,815.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
128,291,193.0,18.6,185.0,27.0,57.0,876.0,19.0,1865.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
28,10,193.0,24.7,173.0,32.4,31.0,1254.0,86.0,621.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,277,178.0,29.2,196.0,23.0,122.0,456.0,88.0,597.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
4,2,183.0,23.5,186.4135888205448,18.7,370.0,117.0,1398.0,3.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
4,1,180.0,32.5,190.0,31.3,58.0,820.0,70.0,701.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
64,289,188.0,26.8,181.0,28.8,11.0,2280.0,65.0,830.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
32,295,178.0,30.7,181.0,28.5,21.0,1850.0,43.0,1098.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
32,15,185.0,30.0,190.0,26.5,137.0,412.0,53.0,846.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
128,43,185.0,34.5,183.0,22.9,45.0,920.0,216.0,220.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
64,239,180.0,32.9,188.0,26.0,71.0,745.0,133.0,448.0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
56,50,190.0,28.4,196.0,30.0,2.0,8640.0,5.0,4910.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
28,12,190.0,24.3,188.0,30.0,53.0,886.0,63.0,790.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
128,104,180.0,28.5,185.0,31.0,9.0,3090.0,38.0,1015.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
28,6,188.0,27.6,185.0,32.8,57.0,845.0,51.0,920.0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
64,294,185.0,33.4,188.0,34.5,2.0,9225.0,35.0,1230.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
32,30,183.0,27.8,183.0,27.4,17.0,1990.0,11.0,2540.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
128,15,188.0,29.0,188.0,33.7,102.0,499.0,129.0,395.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
32,271,188.0,20.9,185.0,25.5,54.0,886.0,94.0,571.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
128,203,183.0,32.0,185.0,29.9,82.0,781.0,87.0,741.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
128,89,196.0,23.4,198.0,20.8,9.0,2975.0,81.0,641.0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
32,281,188.0,24.2,188.0,20.7,22.0,1680.0,63.0,819.0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
128,72,188.0,27.5,178.0,25.4,60.0,790.0,5.0,5660.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
128,115,180.0,22.1,193.0,26.4,46.0,953.0,4.0,5785.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
56,12,188.0,23.4,180.0,22.4,60.0,830.0,21.0,1500.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
28,10,188.0,31.5,185.0,24.6,36.0,1020.0,129.0,421.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
128,126,188.0,25.2,175.0,30.4,2.0,11270.0,5.0,5375.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
64,251,193.0,18.9,193.0,29.1,21.0,1740.0,205.0,242.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
128,250,198.0,30.4,180.0,28.6,11.0,3095.0,45.0,1010.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
48,16,183.0,29.6,183.0,33.3,123.0,450.0,99.0,552.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
128,17,190.0,25.2,178.0,29.3,4.0,7290.0,73.0,655.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
32,21,188.0,18.2,183.0,29.6,84.0,604.0,62.0,788.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,293,178.0,29.7,183.0,26.7,42.0,980.0,127.0,455.0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
32,278,185.0,18.2,185.0,27.4,73.0,963.0,103.0,775.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
64,300,185.0,18.9,198.0,25.0,9.0,3818.0,3.0,7420.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
32,13,180.0,24.8,190.0,31.6,17.0,1970.0,25.0,1440.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,288,198.0,29.0,193.0,27.4,19.0,2225.0,49.0,933.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
128,124,188.0,22.1,178.0,34.8,12.0,2435.0,321.0,90.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
64,247,188.0,31.2,173.0,29.9,41.0,1061.0,93.0,625.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
28,21,198.0,27.0,185.0,24.6,14.0,2190.0,84.0,624.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
56,24,185.0,28.8,188.0,23.7,41.0,983.0,35.0,1145.0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
56,1,185.0,29.3,183.0,32.2,32.0,1240.0,33.0,1220.0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
32,4,183.0,31.1,196.0,23.8,57.0,785.0,38.0,1030.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
56,19,180.0,29.4,180.0,27.0,30.0,1350.0,40.0,1070.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
128,106,183.0,21.3,183.0,27.4,78.0,709.0,93.0,594.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
64,264,180.0,27.4,188.0,26.3,29.0,1330.0,32.0,1225.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
28,24,190.0,23.0,183.0,26.7,62.0,773.0,111.0,509.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
32,294,198.0,26.3,185.0,28.7,1.0,8160.0,43.0,1056.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
32,3,185.0,32.0,185.0,30.5,67.0,686.0,142.0,387.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
4,2,183.0,28.7,196.0,27.9,16.0,2350.0,486.0,77.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
64,259,185.0,23.4,180.0,33.8,42.0,1117.0,44.0,1102.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
32,31,175.0,30.2,185.0,28.2,6.0,5180.0,145.0,372.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
64,268,193.0,21.5,188.0,27.9,57.0,900.0,46.0,985.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
32,277,180.0,28.5,183.0,20.0,33.0,1235.0,129.0,440.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
128,50,190.0,24.1,178.0,25.2,87.0,613.0,89.0,608.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
4,1,178.0,31.3,185.0,30.7,76.0,666.0,272.0,178.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
64,281,193.0,23.7,183.0,26.9,19.0,1850.0,57.0,862.0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
64,274,188.0,31.6,183.0,22.4,81.0,921.0,18.0,2565.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
48,17,193.0,24.9,196.0,24.0,7.0,2695.0,66.0,733.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,10,185.0,30.2,180.0,29.5,92.0,562.0,94.0,544.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,283,183.0,20.8,185.0,18.8,264.0,199.0,88.0,750.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
128,5,188.0,28.9,188.0,22.7,25.0,1515.0,60.0,818.0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
32,295,183.0,30.6,188.0,28.9,71.0,739.0,46.0,975.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
32,15,185.0,31.4,196.0,26.3,85.0,594.0,660.0,39.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
48,26,188.0,29.0,180.0,28.2,72.0,700.0,36.0,1075.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
32,296,190.0,26.8,198.0,21.1,81.0,625.0,32.0,1249.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
32,286,198.0,22.6,180.0,28.2,21.0,1797.0,50.0,950.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,290,185.0,35.6,180.0,24.1,75.0,852.0,55.0,1120.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
24,243,185.0,28.0,193.0,22.1,82.0,637.0,31.0,1315.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
28,7,188.0,25.0,178.0,29.0,50.0,830.0,114.0,474.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
48,27,193.0,26.9,185.0,23.2,43.0,950.0,94.0,585.0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
28,27,185.0,27.3,183.0,25.8,10.0,3060.0,102.0,559.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,292,180.0,28.5,183.0,28.0,70.0,918.0,121.0,589.0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
28,3,188.0,24.4,185.0,23.6,26.0,1405.0,94.0,571.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,296,180.0,31.3,185.0,22.8,106.0,525.0,133.0,404.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
32,26,188.0,29.8,196.0,26.2,65.0,768.0,58.0,826.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
128,3,178.0,31.0,185.0,32.4,124.0,441.0,91.0,582.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
64,259,188.0,37.1,183.0,19.6,71.0,770.0,33.0,1308.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
128,13,183.0,25.9,178.0,26.1,29.0,1295.0,78.0,656.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
128,145,183.0,27.4,188.0,38.9,101.0,614.0,57.0,908.0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
56,29,183.0,29.1,183.0,26.0,3.0,5785.0,98.0,588.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
32,290,180.0,29.9,188.0,38.2,63.0,1001.0,172.0,370.0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
32,4,185.0,26.5,188.0,34.0,45.0,951.0,15.0,2040.0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
32,284,175.0,28.0,185.0,28.1,96.0,585.0,82.0,706.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
32,276,198.0,20.6,186.4135888205448,21.7,53.0,863.0,1277.0,5.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
56,20,198.0,23.5,203.0,24.9,25.0,1345.0,34.0,1175.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
32,298,188.0,25.3,185.0,18.6,74.0,812.0,143.0,422.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
4,1,183.0,30.7,180.0,30.3,40.0,1012.0,79.0,647.0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
4,5,178.0,26.0,185.0,26.9,183.0,293.0,33.0,1240.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
128,299,188.0,34.4,183.0,27.8,21.0,1630.0,17.0,1935.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
56,7,185.0,21.1,185.0,21.6,108.0,515.0,44.0,1030.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
128,158,188.0,22.7,183.0,32.0,133.0,411.0,68.0,816.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
64,279,193.0,34.9,183.0,32.1,24.0,2253.0,42.0,1505.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
28,11,181.0,23.2,188.0,29.3,89.0,584.0,64.0,681.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
28,16,175.0,29.1,183.0,22.7,31.0,1140.0,332.0,126.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,4,190.0,24.5,196.0,21.4,67.0,741.0,155.0,353.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
64,255,183.0,26.9,185.0,34.8,59.0,1066.0,52.0,1185.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
32,289,211.0,22.0,183.0,34.7,53.0,1014.0,50.0,1035.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
64,267,188.0,29.5,183.0,35.1,24.0,1735.0,93.0,586.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
32,283,208.0,38.6,185.0,27.4,51.0,910.0,64.0,792.0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
128,12,183.0,26.4,173.0,33.0,18.0,1565.0,93.0,573.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
56,9,203.0,24.7,193.0,28.9,52.0,850.0,16.0,1930.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
32,300,198.0,29.8,196.0,21.3,24.0,1740.0,454.0,85.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
28,15,188.0,31.6,172.0,22.7,33.0,1155.0,128.0,425.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
128,97,188.0,28.0,196.0,19.1,1.0,13845.0,84.0,619.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
48,6,188.0,30.9,183.0,25.2,33.0,1090.0,61.0,779.0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
48,42,190.0,25.7,180.0,32.9,28.0,1272.0,20.0,1720.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
4,2,174.0,25.6,173.0,29.5,235.0,196.0,300.0,144.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
32,11,188.0,24.4,193.0,29.8,28.0,1360.0,62.0,780.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
64,251,188.0,30.1,193.0,25.1,57.0,957.0,40.0,1166.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
28,11,183.0,19.6,198.0,24.2,84.0,646.0,94.0,589.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,14,183.0,24.8,185.0,27.5,111.0,500.0,82.0,609.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
